Date,Hour,Date : Hour hours,Cell Name,Downtime,TCH Drop rate,TCH Drops,TCH Congestion,SD Congestion,Traffic,Utilization,SS Drops,Qual Drops,TA Drops,Other Drops
16/06/2019,19,16/06/2019 : 19 hours,26092,0,0.740287717,20,0,0,0,0,4,13,3,0
16/06/2019,19,16/06/2019 : 19 hours,31142,0,0.54989674,18,0,0,27,45,4,1,8,5
16/06/2019,19,16/06/2019 : 19 hours,34152,0,0.430511829,24,0,0,15.6,26,17,2,2,3
16/06/2019,19,16/06/2019 : 19 hours,31032,0,0.53118097,29,0,0,18.6,31,10,12,6,1
16/06/2019,19,16/06/2019 : 19 hours,26112,0,0.392140208,39,0,0,15.6,26,20,12,4,3
16/06/2019,19,16/06/2019 : 19 hours,32012,0,0.105006497,33,0,0,16.8,28,16,7,10,0
16/06/2019,19,16/06/2019 : 19 hours,11282,0,0.191110863,22,0,0,7.2,12,16,1,0,5
16/06/2019,19,16/06/2019 : 19 hours,23142,0,0.098673418,15,0,0,24,40,0,4,9,2
16/06/2019,19,16/06/2019 : 19 hours,35362,0,0.902653376,36,0,0,1.8,3,9,19,3,5
16/06/2019,19,16/06/2019 : 19 hours,20062,0,0.714088008,33,0,0,11.4,19,21,8,2,2
16/06/2019,19,16/06/2019 : 19 hours,37152,0,0.976270453,15,0,0,18,30,4,8,3,0
16/06/2019,19,16/06/2019 : 19 hours,31162,0,0.269634614,37,0,0,17.4,29,15,18,0,4
16/06/2019,19,16/06/2019 : 19 hours,21132,0,0.206831776,17,0,0,1.8,3,2,8,3,4
16/06/2019,19,16/06/2019 : 19 hours,28362,0,0.187244401,42,0,0,15,25,22,8,7,5
16/06/2019,19,16/06/2019 : 19 hours,23612,0,0.908785798,34,0,0,9,15,6,16,9,3
16/06/2019,19,16/06/2019 : 19 hours,32022,0,0.714612162,47,0,0,5.4,9,13,20,9,5
16/06/2019,19,16/06/2019 : 19 hours,39242,0,0.915601511,24,0,0,5.4,9,2,9,10,3
16/06/2019,19,16/06/2019 : 19 hours,18742,0,0.642489802,47,0,0,18.6,31,13,20,9,5
16/06/2019,19,16/06/2019 : 19 hours,30052,0,0.139723168,50,0,0,27,45,25,15,6,4
16/06/2019,19,16/06/2019 : 19 hours,12462,0,0.721574833,31,0,0,4.2,7,2,20,6,3
16/06/2019,19,16/06/2019 : 19 hours,19562,0,0.073592636,14,0,0,7.8,13,5,0,7,2
16/06/2019,19,16/06/2019 : 19 hours,39122,0,0.97498056,45,0,0,7.2,12,22,10,10,3
16/06/2019,19,16/06/2019 : 19 hours,10043,0,0.86139113,30,0,0,16.2,27,23,1,4,2
16/06/2019,19,16/06/2019 : 19 hours,12563,0,0.743037295,29,0,0,9,15,14,11,2,2
16/06/2019,19,16/06/2019 : 19 hours,26093,0,0.745193226,25,0,0,1.2,2,11,9,1,4
16/06/2019,19,16/06/2019 : 19 hours,31143,0,0.968253652,31,0,0,17.4,29,19,5,3,4
16/06/2019,19,16/06/2019 : 19 hours,34153,0,0.378290667,24,0,0,15,25,9,1,9,5
16/06/2019,19,16/06/2019 : 19 hours,31033,0,0.912412427,35,0,0,8.4,14,12,17,4,2
16/06/2019,19,16/06/2019 : 19 hours,26113,0,0.740514025,12,0,0,25.2,42,6,1,2,3
16/06/2019,19,16/06/2019 : 19 hours,32013,0,0.341951137,38,0,0,25.8,43,23,7,7,1
16/06/2019,19,16/06/2019 : 19 hours,11283,0,0.104990386,14,0,0,5.4,9,0,5,8,1
16/06/2019,19,16/06/2019 : 19 hours,23143,0,0.116635643,18,0,0,13.8,23,2,5,7,4
16/06/2019,19,16/06/2019 : 19 hours,35363,0,0.3611503,43,0,0,22.8,38,20,19,0,4
16/06/2019,19,16/06/2019 : 19 hours,20063,0,0.835534095,9,0,0,12.6,21,5,1,0,3
16/06/2019,19,16/06/2019 : 19 hours,37153,0,0.105990028,37,0,0,24.6,41,21,5,8,3
16/06/2019,19,16/06/2019 : 19 hours,31163,0,0.184800918,30,0,0,1.8,3,10,7,9,4
16/06/2019,19,16/06/2019 : 19 hours,21133,0,0.913300875,31,0,0,14.4,24,21,5,3,2
16/06/2019,19,16/06/2019 : 19 hours,28363,0,0.834741848,35,0,0,13.8,23,15,13,5,2
16/06/2019,19,16/06/2019 : 19 hours,23613,0,0.829221082,34,0,0,0,0,21,8,5,0
16/06/2019,19,16/06/2019 : 19 hours,32023,0,0.193619296,8,0,0,1.8,3,0,4,2,2
16/06/2019,19,16/06/2019 : 19 hours,39243,0,0.108513397,16,0,0,4.2,7,1,4,6,5
16/06/2019,19,16/06/2019 : 19 hours,18743,0,0.156964727,12,0,0,7.2,12,2,0,9,1
16/06/2019,19,16/06/2019 : 19 hours,30053,0,0.466901206,49,0,0,22.8,38,23,19,7,0
16/06/2019,19,16/06/2019 : 19 hours,12463,0,0.876602436,26,0,0,27,45,11,5,10,0
16/06/2019,19,16/06/2019 : 19 hours,19563,0,0.394201682,37,0,0,4.8,8,11,15,10,1
16/06/2019,19,16/06/2019 : 19 hours,39123,0,0.741504953,33,0,0,7.2,12,13,11,5,4
16/06/2019,20,16/06/2019 : 20 hours,10041,0,0.164632745,36,0,0,18.6,31,8,15,10,3
16/06/2019,20,16/06/2019 : 20 hours,12561,0,0.000484746,30,0,0,13.8,23,8,12,9,1
16/06/2019,20,16/06/2019 : 20 hours,26091,0,0.436003701,33,0,0,13.2,22,21,7,1,4
16/06/2019,20,16/06/2019 : 20 hours,31141,0,0.770232991,24,0,0,12,20,0,13,8,3
16/06/2019,20,16/06/2019 : 20 hours,34151,0,0.251247938,25,0,0,10.8,18,8,6,8,3
16/06/2019,20,16/06/2019 : 20 hours,31031,0,0.63448614,44,0,0,21,35,17,19,3,5
16/06/2019,20,16/06/2019 : 20 hours,26111,0,0.473348335,28,0,0,5.4,9,20,1,7,0
16/06/2019,20,16/06/2019 : 20 hours,32011,0,0.850070901,23,0,0,9.6,16,4,7,10,2
16/06/2019,20,16/06/2019 : 20 hours,11281,0,0.213716064,47,0,0,24.6,41,25,17,3,2
16/06/2019,20,16/06/2019 : 20 hours,23141,0,0.089321262,19,0,0,17.4,29,5,7,5,2
16/06/2019,20,16/06/2019 : 20 hours,35361,0,0.033422402,37,0,0,13.8,23,6,19,10,2
16/06/2019,20,16/06/2019 : 20 hours,20061,0,0.946939561,13,0,0,1.2,2,2,0,9,2
16/06/2019,20,16/06/2019 : 20 hours,37151,0,0.310167284,21,0,0,1.8,3,11,4,5,1
16/06/2019,20,16/06/2019 : 20 hours,31161,0,0.030739061,35,0,0,4.2,7,22,7,6,0
16/06/2019,20,16/06/2019 : 20 hours,21131,0,0.065307331,8,0,0,10.8,18,5,1,0,2
16/06/2019,20,16/06/2019 : 20 hours,28361,0,0.352211057,32,0,0,0,0,18,1,9,4
16/06/2019,20,16/06/2019 : 20 hours,23611,0,0.288145173,49,0,0,18,30,21,18,6,4
16/06/2019,20,16/06/2019 : 20 hours,32021,0,0.380640331,38,0,0,1.8,3,10,18,9,1
16/06/2019,20,16/06/2019 : 20 hours,39241,0,0.219537626,11,0,0,1.8,3,5,0,4,2
16/06/2019,20,16/06/2019 : 20 hours,18741,0,0.689706643,28,0,0,24.6,41,14,12,2,0
16/06/2019,20,16/06/2019 : 20 hours,30051,0,0.454439432,26,0,0,22.8,38,8,4,9,5
16/06/2019,20,16/06/2019 : 20 hours,12461,0,0.564647194,20,0,0,12.6,21,2,12,3,3
16/06/2019,20,16/06/2019 : 20 hours,19561,0,0.953929493,37,0,0,3,5,11,19,5,2
16/06/2019,20,16/06/2019 : 20 hours,39121,0,0.777273005,37,0,0,25.8,43,24,6,2,5
16/06/2019,20,16/06/2019 : 20 hours,10042,0,0.364250911,30,0,0,19.2,32,8,17,5,0
16/06/2019,20,16/06/2019 : 20 hours,12562,0,0.135750722,36,0,0,8.4,14,19,2,10,5
16/06/2019,20,16/06/2019 : 20 hours,26092,0,0.292605476,30,0,0,3,5,13,13,3,1
16/06/2019,20,16/06/2019 : 20 hours,31142,0,0.248086702,34,0,0,15.6,26,14,11,8,1
16/06/2019,20,16/06/2019 : 20 hours,34152,0,0.195380496,50,0,0,12.6,21,25,19,1,5
16/06/2019,20,16/06/2019 : 20 hours,31032,0,0.605764698,11,0,0,6.6,11,2,2,2,5
16/06/2019,20,16/06/2019 : 20 hours,26112,0,0.395222139,40,0,0,23.4,39,15,11,10,4
16/06/2019,20,16/06/2019 : 20 hours,32012,0,0.664418647,27,0,0,12.6,21,16,6,0,5
16/06/2019,20,16/06/2019 : 20 hours,11282,0,0.934036546,6,0,0,0,0,1,3,0,2
16/06/2019,20,16/06/2019 : 20 hours,23142,0,0.66056253,40,0,0,19.2,32,16,15,4,5
16/06/2019,20,16/06/2019 : 20 hours,35362,0,0.208614273,40,0,0,16.8,28,20,12,3,5
16/06/2019,20,16/06/2019 : 20 hours,20062,0,0.73449493,37,0,0,5.4,9,24,1,10,2
16/06/2019,20,16/06/2019 : 20 hours,37152,0,0.147121662,49,0,0,0.6,1,23,11,10,5
16/06/2019,20,16/06/2019 : 20 hours,31162,0,0.12300115,44,0,0,15,25,17,13,9,5
16/06/2019,20,16/06/2019 : 20 hours,21132,0,0.85858302,20,0,0,26.4,44,3,6,10,1
16/06/2019,20,16/06/2019 : 20 hours,28362,0,0.378979542,56,0,0,10.2,17,25,19,8,4
16/06/2019,20,16/06/2019 : 20 hours,23612,0,0.260598528,31,0,0,16.8,28,9,16,3,3
16/06/2019,20,16/06/2019 : 20 hours,32022,0,0.992606715,27,0,0,14.4,24,11,9,7,0
16/06/2019,20,16/06/2019 : 20 hours,39242,0,0.558899458,25,0,0,14.4,24,9,5,8,3
16/06/2019,20,16/06/2019 : 20 hours,18742,0,0.264214677,27,0,0,16.8,28,17,4,4,2
16/06/2019,20,16/06/2019 : 20 hours,30052,0,0.985539045,22,0,0,4.2,7,5,7,8,2
16/06/2019,20,16/06/2019 : 20 hours,12462,0,0.94382009,29,0,0,10.2,17,21,0,6,2
16/06/2019,20,16/06/2019 : 20 hours,19562,0,0.612152552,28,0,0,10.8,18,22,6,0,0
16/06/2019,20,16/06/2019 : 20 hours,39122,0,0.060042312,43,0,0,26.4,44,19,14,5,5
16/06/2019,20,16/06/2019 : 20 hours,10043,0,0.560572858,31,0,0,15,25,18,7,3,3
16/06/2019,20,16/06/2019 : 20 hours,12563,0,0.401726791,36,0,0,1.8,3,25,5,5,1
16/06/2019,20,16/06/2019 : 20 hours,26093,0,0.622838953,27,0,0,25.2,42,8,15,2,2
16/06/2019,20,16/06/2019 : 20 hours,31143,0,0.045647757,39,0,0,2.4,4,16,11,7,5
16/06/2019,20,16/06/2019 : 20 hours,34153,0,0.22827393,27,0,0,3.6,6,5,12,5,5
16/06/2019,20,16/06/2019 : 20 hours,31033,0,0.28242921,20,0,0,0,0,10,2,5,3
16/06/2019,20,16/06/2019 : 20 hours,26113,0,0.676909434,20,0,0,13.2,22,6,10,2,2
16/06/2019,20,16/06/2019 : 20 hours,32013,0,0.532549052,18,0,0,23.4,39,11,0,5,2
16/06/2019,20,16/06/2019 : 20 hours,11283,0,0.568545122,33,0,0,17.4,29,7,19,2,5
16/06/2019,20,16/06/2019 : 20 hours,23143,0,0.485756558,30,0,0,15.6,26,12,13,1,4
16/06/2019,20,16/06/2019 : 20 hours,35363,0,0.080221974,27,0,0,12,20,10,14,3,0
16/06/2019,20,16/06/2019 : 20 hours,20063,0,0.264642953,51,0,0,8.4,14,25,19,7,0
16/06/2019,20,16/06/2019 : 20 hours,37153,0,0.066544545,37,0,0,12.6,21,22,11,0,4
16/06/2019,20,16/06/2019 : 20 hours,31163,0,0.708245193,38,0,0,4.2,7,5,20,8,5
16/06/2019,20,16/06/2019 : 20 hours,21133,0,0.528084621,21,0,0,26.4,44,11,3,5,2
16/06/2019,20,16/06/2019 : 20 hours,28363,0,0.540075417,25,0,0,18,30,16,7,2,0
16/06/2019,20,16/06/2019 : 20 hours,23613,0,0.883237755,27,0,0,4.2,7,11,9,3,4
16/06/2019,20,16/06/2019 : 20 hours,32023,0,0.796472671,27,0,0,27,45,10,5,9,3
16/06/2019,20,16/06/2019 : 20 hours,39243,0,0.251620414,42,0,0,24.6,41,16,14,9,3
16/06/2019,20,16/06/2019 : 20 hours,18743,0,0.839331028,24,0,0,17.4,29,3,14,5,2
16/06/2019,20,16/06/2019 : 20 hours,30053,0,0.346018411,18,0,0,22.8,38,9,3,2,4
16/06/2019,20,16/06/2019 : 20 hours,12463,0,0.417245976,30,0,0,17.4,29,20,7,3,0
16/06/2019,20,16/06/2019 : 20 hours,19563,0,0.846592354,24,0,0,22.2,37,2,12,5,5
16/06/2019,20,16/06/2019 : 20 hours,39123,0,0.327819189,40,0,0,2.4,4,20,16,4,0
16/06/2019,21,16/06/2019 : 21 hours,10041,0,0.352662677,24,0,0,5.4,9,9,8,6,1
16/06/2019,21,16/06/2019 : 21 hours,12561,0,0.925197775,37,0,0,15.6,26,19,10,5,3
16/06/2019,21,16/06/2019 : 21 hours,26091,0,0.018139809,47,0,0,22.8,38,19,15,10,3
16/06/2019,21,16/06/2019 : 21 hours,31141,0,0.382320938,29,0,0,15,25,16,6,4,3
16/06/2019,21,16/06/2019 : 21 hours,34151,0,0.582230929,17,0,0,23.4,39,10,3,4,0
16/06/2019,21,16/06/2019 : 21 hours,31031,0,0.480800828,31,0,0,9.6,16,21,4,4,2
16/06/2019,21,16/06/2019 : 21 hours,26111,0,0.72389214,30,0,0,2.4,4,19,2,9,0
16/06/2019,21,16/06/2019 : 21 hours,32011,0,0.791095151,22,0,0,25.8,43,11,4,5,2
16/06/2019,21,16/06/2019 : 21 hours,11281,0,0.509629859,32,0,0,19.8,33,3,19,9,1
16/06/2019,21,16/06/2019 : 21 hours,23141,0,0.061963989,27,0,0,20.4,34,13,6,7,1
16/06/2019,21,16/06/2019 : 21 hours,35361,0,0.993573926,26,0,0,7.8,13,17,3,2,4
16/06/2019,21,16/06/2019 : 21 hours,20061,0,0.920689284,35,0,0,27,45,17,11,3,4
16/06/2019,21,16/06/2019 : 21 hours,37151,0,0.001446683,40,0,0,20.4,34,13,15,7,5
16/06/2019,21,16/06/2019 : 21 hours,31161,0,0.023889617,28,0,0,14.4,24,20,3,1,4
16/06/2019,21,16/06/2019 : 21 hours,21131,0,0.930851809,13,0,0,9,15,6,5,0,2
16/06/2019,21,16/06/2019 : 21 hours,28361,0,0.270205321,24,0,0,24,40,14,0,8,2
16/06/2019,21,16/06/2019 : 21 hours,23611,0,0.115524165,29,0,0,19.8,33,23,2,0,4
16/06/2019,21,16/06/2019 : 21 hours,32021,0,0.867351792,40,0,0,14.4,24,20,20,0,0
16/06/2019,21,16/06/2019 : 21 hours,39241,0,0.974512307,26,0,0,2.4,4,13,10,0,3
16/06/2019,21,16/06/2019 : 21 hours,18741,0,0.347858718,30,0,0,1.8,3,8,20,0,2
16/06/2019,21,16/06/2019 : 21 hours,30051,0,0.735731096,34,0,0,25.2,42,13,20,1,0
16/06/2019,21,16/06/2019 : 21 hours,12461,0,0.942848974,35,0,0,15.6,26,2,19,9,5
16/06/2019,21,16/06/2019 : 21 hours,19561,0,0.804097741,34,0,0,8.4,14,20,3,6,5
16/06/2019,21,16/06/2019 : 21 hours,39121,0,0.955184322,35,0,0,18.6,31,25,1,6,3
16/06/2019,21,16/06/2019 : 21 hours,10042,0,0.149982602,30,0,0,1.2,2,16,12,2,0
16/06/2019,21,16/06/2019 : 21 hours,12562,0,0.922004263,41,0,0,7.8,13,13,16,9,3
16/06/2019,21,16/06/2019 : 21 hours,26092,0,0.024833667,33,0,0,12,20,18,4,6,5
16/06/2019,21,16/06/2019 : 21 hours,31142,0,0.262186494,11,0,0,22.8,38,0,0,9,2
16/06/2019,21,16/06/2019 : 21 hours,34152,0,0.612971014,50,0,0,0.6,1,25,14,6,5
16/06/2019,21,16/06/2019 : 21 hours,31032,0,0.886362977,21,0,0,4.8,8,0,12,6,3
16/06/2019,21,16/06/2019 : 21 hours,26112,0,0.881836213,35,0,0,3,5,15,18,1,1
16/06/2019,21,16/06/2019 : 21 hours,32012,0,0.702011826,27,0,0,1.2,2,12,10,0,5
16/06/2019,21,16/06/2019 : 21 hours,11282,0,0.750040256,33,0,0,4.8,8,23,1,9,0
16/06/2019,21,16/06/2019 : 21 hours,23142,0,0.757326724,27,0,0,0.6,1,7,12,4,4
16/06/2019,21,16/06/2019 : 21 hours,35362,0,0.516351173,12,0,0,1.8,3,3,4,3,2
16/06/2019,21,16/06/2019 : 21 hours,20062,0,0.972358198,9,0,0,7.2,12,1,4,3,1
16/06/2019,21,16/06/2019 : 21 hours,37152,0,0.625399857,12,0,0,10.8,18,6,6,0,0
16/06/2019,21,16/06/2019 : 21 hours,31162,0,0.273050506,28,0,0,10.2,17,22,0,3,3
16/06/2019,21,16/06/2019 : 21 hours,21132,0,0.397463512,8,0,0,0.6,1,5,2,0,1
16/06/2019,21,16/06/2019 : 21 hours,28362,0,0.578371573,23,0,0,3.6,6,6,12,4,1
16/06/2019,21,16/06/2019 : 21 hours,23612,0,0.716775824,19,0,0,8.4,14,11,7,1,0
16/06/2019,21,16/06/2019 : 21 hours,32022,0,0.898586078,13,0,0,14.4,24,0,5,3,5
16/06/2019,21,16/06/2019 : 21 hours,39242,0,0.177608961,9,0,0,26.4,44,3,0,6,0
16/06/2019,21,16/06/2019 : 21 hours,18742,0,0.186408824,23,0,0,11.4,19,10,2,8,3
16/06/2019,21,16/06/2019 : 21 hours,30052,0,0.835526444,51,0,0,7.2,12,25,13,8,5
16/06/2019,21,16/06/2019 : 21 hours,12462,0,0.859688439,45,0,0,10.8,18,22,14,6,3
16/06/2019,21,16/06/2019 : 21 hours,19562,0,0.369788322,44,0,0,15,25,22,17,2,3
16/06/2019,21,16/06/2019 : 21 hours,39122,0,0.983526869,30,0,0,27,45,2,20,5,3
16/06/2019,21,16/06/2019 : 21 hours,10043,0,0.936335778,37,0,0,24,40,21,5,6,5
16/06/2019,21,16/06/2019 : 21 hours,12563,0,0.088017175,33,0,0,25.8,43,6,18,9,0
16/06/2019,21,16/06/2019 : 21 hours,26093,0,0.77923163,29,0,0,15.6,26,21,4,1,3
16/06/2019,21,16/06/2019 : 21 hours,31143,0,0.070059108,22,0,0,4.2,7,7,0,10,5
16/06/2019,21,16/06/2019 : 21 hours,34153,0,0.975099306,26,0,0,25.8,43,7,13,1,5
16/06/2019,21,16/06/2019 : 21 hours,31033,0,0.39361079,34,0,0,17.4,29,15,7,10,2
16/06/2019,21,16/06/2019 : 21 hours,26113,0,0.197515712,29,0,0,22.2,37,2,17,5,5
16/06/2019,21,16/06/2019 : 21 hours,32013,0,0.258765146,43,0,0,6.6,11,19,16,7,1
16/06/2019,21,16/06/2019 : 21 hours,11283,0,0.98443307,49,0,0,7.2,12,20,18,7,4
16/06/2019,21,16/06/2019 : 21 hours,23143,0,0.836051434,41,0,0,4.8,8,17,16,4,4
16/06/2019,21,16/06/2019 : 21 hours,35363,0,0.925252458,39,0,0,1.2,2,21,4,9,5
16/06/2019,21,16/06/2019 : 21 hours,20063,0,0.794651687,24,0,0,12.6,21,14,4,2,4
16/06/2019,21,16/06/2019 : 21 hours,37153,0,0.457248439,36,0,0,15.6,26,14,16,6,0
16/06/2019,21,16/06/2019 : 21 hours,31163,0,0.37513218,33,0,0,24,40,0,20,9,4
16/06/2019,21,16/06/2019 : 21 hours,21133,0,0.685015397,24,0,0,16.8,28,15,2,5,2
16/06/2019,21,16/06/2019 : 21 hours,28363,0,0.718777844,28,0,0,1.2,2,21,1,5,1
16/06/2019,21,16/06/2019 : 21 hours,23613,0,0.714036826,46,0,0,12.6,21,21,15,7,3
16/06/2019,21,16/06/2019 : 21 hours,32023,0,0.619483449,33,0,0,27,45,21,7,1,4
16/06/2019,21,16/06/2019 : 21 hours,39243,0,0.338616515,28,0,0,1.2,2,15,11,2,0
16/06/2019,21,16/06/2019 : 21 hours,18743,0,0.20649309,36,0,0,16.2,27,15,13,7,1
16/06/2019,21,16/06/2019 : 21 hours,30053,0,0.044989758,29,0,0,22.8,38,7,18,0,4
16/06/2019,21,16/06/2019 : 21 hours,12463,0,0.413435491,26,0,0,27,45,18,3,0,5
16/06/2019,21,16/06/2019 : 21 hours,19563,0,0.742917991,47,0,0,24.6,41,25,17,2,3
16/06/2019,21,16/06/2019 : 21 hours,39123,0,0.864506676,32,0,0,18.6,31,19,5,7,1
16/06/2019,22,16/06/2019 : 22 hours,10041,0,0.525660888,17,0,0,11.4,19,5,4,4,4
16/06/2019,22,16/06/2019 : 22 hours,12561,0,0.433294807,21,0,0,14.4,24,5,11,0,5
16/06/2019,22,16/06/2019 : 22 hours,26091,0,0.364195583,34,0,0,12.6,21,20,9,0,5
16/06/2019,22,16/06/2019 : 22 hours,31141,0,0.362546662,22,0,0,1.2,2,3,15,2,2
16/06/2019,22,16/06/2019 : 22 hours,34151,0,0.358700821,14,0,0,1.2,2,0,1,8,5
16/06/2019,22,16/06/2019 : 22 hours,31031,0,0.536428713,17,0,0,14.4,24,12,5,0,0
16/06/2019,22,16/06/2019 : 22 hours,26111,0,0.205833104,24,0,0,22.8,38,0,20,1,3
16/06/2019,22,16/06/2019 : 22 hours,32011,0,0.462789333,49,0,0,12,20,20,18,10,1
16/06/2019,22,16/06/2019 : 22 hours,11281,0,0.112670692,19,0,0,13.2,22,2,7,9,1
16/06/2019,22,16/06/2019 : 22 hours,23141,0,0.910908918,18,0,0,2.4,4,3,9,2,4
16/06/2019,22,16/06/2019 : 22 hours,35361,0,0.282598081,23,0,0,6,10,0,13,8,2
16/06/2019,22,16/06/2019 : 22 hours,20061,0,0.989808028,28,0,0,15.6,26,0,14,9,5
16/06/2019,22,16/06/2019 : 22 hours,37151,0,0.662976236,32,0,0,17.4,29,21,2,9,0
16/06/2019,22,16/06/2019 : 22 hours,31161,0,0.643900518,42,0,0,3.6,6,20,15,3,4
16/06/2019,22,16/06/2019 : 22 hours,21131,0,0.461890432,24,0,0,12.6,21,9,6,7,2
16/06/2019,22,16/06/2019 : 22 hours,28361,0,0.575653975,54,0,0,6.6,11,21,19,9,5
16/06/2019,22,16/06/2019 : 22 hours,23611,0,0.988782853,19,0,0,1.2,2,3,1,10,5
16/06/2019,22,16/06/2019 : 22 hours,32021,0,0.66177117,15,0,0,10.2,17,4,8,2,1
16/06/2019,22,16/06/2019 : 22 hours,39241,0,0.970009491,43,0,0,15,25,21,10,9,3
16/06/2019,22,16/06/2019 : 22 hours,18741,0,0.78345362,35,0,0,6,10,14,9,10,2
16/06/2019,22,16/06/2019 : 22 hours,30051,0,0.232647464,33,0,0,6,10,9,17,5,2
16/06/2019,22,16/06/2019 : 22 hours,12461,0,0.538263044,44,0,0,24.6,41,25,16,1,2
16/06/2019,22,16/06/2019 : 22 hours,19561,0,0.779262311,35,0,0,3,5,9,18,6,2
16/06/2019,22,16/06/2019 : 22 hours,39121,0,0.082794763,26,0,0,7.8,13,14,5,3,4
16/06/2019,22,16/06/2019 : 22 hours,10042,0,0.493317388,30,0,0,5.4,9,13,4,10,3
16/06/2019,22,16/06/2019 : 22 hours,12562,0,0.59546813,22,0,0,22.8,38,18,0,1,3
16/06/2019,22,16/06/2019 : 22 hours,26092,0,0.975846927,33,0,0,1.2,2,13,17,0,3
16/06/2019,22,16/06/2019 : 22 hours,31142,0,0.596657046,31,0,0,0,0,20,6,3,2
16/06/2019,22,16/06/2019 : 22 hours,34152,0,0.237651318,22,0,0,20.4,34,10,5,6,1
16/06/2019,22,16/06/2019 : 22 hours,31032,0,0.432340073,16,0,0,2.4,4,1,9,4,2
16/06/2019,22,16/06/2019 : 22 hours,26112,0,0.422981397,25,0,0,16.8,28,8,6,8,3
16/06/2019,22,16/06/2019 : 22 hours,32012,0,0.340440679,20,0,0,2.4,4,6,6,3,5
16/06/2019,22,16/06/2019 : 22 hours,11282,0,0.746541357,28,0,0,23.4,39,9,9,7,3
16/06/2019,22,16/06/2019 : 22 hours,23142,0,0.187266327,35,0,0,12.6,21,13,17,3,2
16/06/2019,22,16/06/2019 : 22 hours,35362,0,0.011306816,17,0,0,13.8,23,5,12,0,0
16/06/2019,22,16/06/2019 : 22 hours,20062,0,0.642753769,38,0,0,16.2,27,18,17,1,2
16/06/2019,22,16/06/2019 : 22 hours,37152,0,0.574321832,16,0,0,25.2,42,1,6,9,0
16/06/2019,22,16/06/2019 : 22 hours,31162,0,0.556368038,33,0,0,25.2,42,13,16,1,3
16/06/2019,22,16/06/2019 : 22 hours,21132,0,0.17487097,21,0,0,9.6,16,11,6,0,4
16/06/2019,22,16/06/2019 : 22 hours,28362,0,0.040954531,44,0,0,16.8,28,21,8,10,5
16/06/2019,22,16/06/2019 : 22 hours,23612,0,0.489370692,38,0,0,27,45,16,11,9,2
16/06/2019,22,16/06/2019 : 22 hours,32022,0,0.78452739,21,0,0,10.2,17,8,4,8,1
16/06/2019,22,16/06/2019 : 22 hours,39242,0,0.604277925,25,0,0,5.4,9,10,6,5,4
16/06/2019,22,16/06/2019 : 22 hours,18742,0,0.563067196,10,0,0,23.4,39,0,9,0,1
16/06/2019,22,16/06/2019 : 22 hours,30052,0,0.609321992,35,0,0,2.4,4,13,18,1,3
16/06/2019,22,16/06/2019 : 22 hours,12462,0,0.797704674,40,0,0,24,40,24,6,7,3
16/06/2019,22,16/06/2019 : 22 hours,19562,0,0.007097711,27,0,0,24.6,41,9,8,7,3
16/06/2019,22,16/06/2019 : 22 hours,39122,0,0.409824276,27,0,0,15.6,26,4,13,8,2
16/06/2019,22,16/06/2019 : 22 hours,10043,0,0.923138036,7,0,0,15,25,5,1,1,0
16/06/2019,22,16/06/2019 : 22 hours,12563,0,0.766804351,23,0,0,20.4,34,16,5,0,2
16/06/2019,22,16/06/2019 : 22 hours,26093,0,0.631228032,48,0,0,0,0,19,17,9,3
16/06/2019,22,16/06/2019 : 22 hours,31143,0,0.886009848,36,0,0,9,15,18,9,4,5
16/06/2019,22,16/06/2019 : 22 hours,34153,0,0.791053495,37,0,0,4.8,8,17,14,6,0
16/06/2019,22,16/06/2019 : 22 hours,31033,0,0.255481528,24,0,0,13.2,22,0,16,7,1
16/06/2019,22,16/06/2019 : 22 hours,26113,0,0.031409263,41,0,0,13.2,22,21,10,10,0
16/06/2019,22,16/06/2019 : 22 hours,32013,0,0.902243498,29,0,0,8.4,14,10,16,3,0
16/06/2019,22,16/06/2019 : 22 hours,11283,0,0.049353458,45,0,0,27,45,17,19,5,4
16/06/2019,22,16/06/2019 : 22 hours,23143,0,0.127181998,42,0,0,18.6,31,25,6,9,2
16/06/2019,22,16/06/2019 : 22 hours,35363,0,0.089861133,24,0,0,13.8,23,6,17,1,0
16/06/2019,22,16/06/2019 : 22 hours,20063,0,0.510495288,27,0,0,27,45,8,15,1,3
16/06/2019,22,16/06/2019 : 22 hours,37153,0,0.2236463,30,0,0,3.6,6,4,16,9,1
16/06/2019,22,16/06/2019 : 22 hours,31163,0,0.766522643,32,0,0,9,15,9,13,8,2
16/06/2019,22,16/06/2019 : 22 hours,21133,0,0.472360146,31,0,0,20.4,34,12,14,4,1
16/06/2019,22,16/06/2019 : 22 hours,28363,0,0.546242498,21,0,0,12,20,0,20,0,1
16/06/2019,22,16/06/2019 : 22 hours,23613,0,0.545876755,25,0,0,5.4,9,2,15,5,3
16/06/2019,22,16/06/2019 : 22 hours,32023,0,0.233574831,35,0,0,13.2,22,12,14,7,2
16/06/2019,22,16/06/2019 : 22 hours,39243,0,0.502957193,25,0,0,7.2,12,7,13,1,4
16/06/2019,22,16/06/2019 : 22 hours,18743,0,0.555104371,49,0,0,3,5,22,18,9,0
16/06/2019,22,16/06/2019 : 22 hours,30053,0,0.759996403,18,0,0,1.8,3,7,7,2,2
